Name: 珠海, URL: http://113.86.204.95:9999/udp/239.77.0.155:5146, Date: None, Resolution: None, Response Time: inf ms
Name: CCTV-2, URL: http://113.66.209.46:88/hls/222168577/index.m3u8, Date: 05-10-2024, Resolution: 1920x1080, Response Time: inf ms
Name: CCTV-2, URL: http://loc.sportsontheweb.net/yfy.php?id=cctv2, Date: 05-07-2024, Resolution: 1280x720, Response Time: inf ms
Name: CCTV-2, URL: http://222.137.228.139:808/hls/2/index.m3u8, Date: 05-03-2024, Resolution: 768x576, Response Time: inf ms
Name: CCTV-2, URL: http://66.165.240.154:8080/live/jsydcctv2/hls.m3u8, Date: 05-01-2024, Resolution: 1920x1080, Response Time: inf ms
Name: CCTV-2, URL: http://110.19.98.120:808/hls/102/index.m3u8, Date: 05-01-2024, Resolution: 720x576, Response Time: inf ms
Name: CCTV-2, URL: http://121.24.98.99:8090/hls/10/index.m3u8, Date: 04-30-2024, Resolution: 1920x1080, Response Time: inf ms
Name: CCTV-2, URL: http://222.137.229.88:808/hls/2/index.m3u8, Date: 04-25-2024, Resolution: 720x576, Response Time: inf ms
Name: CCTV-2, URL: http://154.yfvodcdn.com:8080/live/jsydcctv2/hls.m3u8, Date: 04-23-2024, Resolution: 1920x1080, Response Time: inf ms
Name: CCTV-2, URL: http://106.42.109.14:2001/rtp/239.16.20.2:10020, Date: 04-23-2024, Resolution: 1920x1080, Response Time: inf ms
Name: CCTV-2, URL: http://39.135.133.177:80/wh7f454c46tw1338203950_2016505455/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225588/index.m3u8?, Date: 04-22-2024, Resolution: 1280x720, Response Time: inf ms
Name: CCTV-1, URL: http://121.24.99.180:8090/hls/9/index.m3u8, Date: 07-04-2024, Resolution: 1920x1080, Response Time: 937 ms
Name: CCTV-1, URL: http://110.7.130.46:8096/tsfile/live/0001_1.m3u8, Date: 07-11-2024, Resolution: 1920x1080, Response Time: 941 ms
Name: CCTV-1, URL: http://116.162.6.191/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225490/index.m3u8, Date: 07-13-2024, Resolution: 1920x1080, Response Time: 1157 ms
Name: CCTV-1, URL: http://58.248.112.205:8006/GD_CUCC/G_CCTV-1-CQ.m3u8?Authinfo=F8UQ%2BEevMmd%2FnekE5YOOKkjJ6yQpJZ9CGFM9sHS3VdiLvaf2eXKnEWpoNjJ53rwe, Date: 07-13-2024, Resolution: 1920x1080, Response Time: 1922 ms
Name: CCTV-1, URL: http://226953.tv.netsite.cc/proxy/1964731068/1964731068.m3u8, Date: 07-08-2024, Resolution: 1920x1080, Response Time: 13831 ms
Name: CCTV-1, URL: http://36.40.236.175:9999/tsfile/live/0001_1.m3u8, Date: 07-07-2024, Resolution: 1920x1080, Response Time: inf ms
Name: CCTV-1, URL: http://116.136.170.12/mgsp-tx.live.miguvideo.com/wd_r2/cctv/cctv1hd/1200/01.m3u8?msisdn=&Channel_ID=&ContentId=&HlsSubType=&HlsProfileId=&encrypt=, Date: 07-06-2024, Resolution: 1280x720, Response Time: inf ms
Name: CCTV-1, URL: http://171.8.246.172:808/hls/1/index.m3u8, Date: 07-06-2024, Resolution: 1920x1080, Response Time: inf ms
Name: CCTV-1, URL: http://27.40.16.70:8114/GD.m3u8?Authinfo=F8UQ%2BEevMmd%2FnekE5YOOKkjJ6yQpJZ9CGFM9sHS3VdiLvaf2eXKnEWpoNjJ53rwe&p=GITV&area=GD_CUCC&partnerCode=GD_CUCC&token=0C760427464F16BC52147D30B20FE4AFCF076375187B56B35E8BDB02A2F6902DE9292062EA71D873A44BBEEB2412BDB1EC6FB05780A8EA269429663960F75A0E38AD629F8C7EE56B792DC687DBB007AA5A7E6BA759697151C58F0015A49D684681688F54CF181FEA9885C669F98E6157C28D65F01F79AD703ABEC36AB5501CEAAAA270038E8B9D34B33962FE84B6D2A996DBE32DF2BA88F913DE2ED98DD12A30&version=0.0.0.0&apkVersion=4.2.33&mac=fc:57:03:56:49:16&multicast=0&platform=LIVE&gAreaId=CHN&gAppChannel=DEFAULT&gSoftTermId=TERMINAL&gManufacturer=Hisense&gModel=IP108H&gMac=fc:57:03:56:49:16&gStbId=00000444000710800001FC5703564916&gOsType=android&gOsVersion=4.4.2&gApiLevel=19&gAppVersionCode=4233&gAppVersionName=4.2.33&gDowngrade=EMERGENCY&gProductLineCode=LIVOD&gRomVersion=3.17.2.4602&gTimestamp=1715183611097&gRequests=1&gThirdPartyCDN=0&gGroupCode=&gUserId=002040101532912&isIty=1&gCityCode=DEFAULT&verType=0&Fsv_Tgid=517e65f76ef0fc78&FvSeid=77fd5578ee7feea2&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=4276&Fsv_chan_hls_se_idx=60&Fsv_TBt=8466552&Fsv_ShiftEnable=1&Fsv_ShiftTsp=120&Fsv_SV_PARAM1=0&Fsv_otype=0&Provider_id=GD_CUCC&Pcontent_id=G_CCTV-1-CQ&Fsv_CMSID=GD_CUCC, Date: 07-12-2024, Resolution: 1920x1080, Response Time: inf ms
Name: 顺德综合, URL: http://www.namewee.xyz/gudou.php?id=shundeHD_4500, Date: None, Resolution: None, Response Time: inf ms
Name: 广东卫视, URL: http://116.21.121.116:4433/tsfile/live/0125_1.m3u8, Date: 07-03-2024, Resolution: 1920x1080, Response Time: 1052 ms
Name: 广东卫视, URL: http://183.30.199.180:8886/udp/239.77.1.19:5146, Date: 07-12-2024, Resolution: 1920x1080, Response Time: 1073 ms
Name: 广东卫视, URL: http://58.248.112.205:8006/GD_CUCC/G_GUANGDONG-CQ.m3u8?Authinfo=3iRp8RZG1d3hGsaPmj%2FtHfgbSbSCTYnboG1IAsnN%2B8QE6B7fY0qM5PCisIiFJCnl, Date: 07-10-2024, Resolution: 1920x1080, Response Time: 2156 ms
Name: 广东卫视, URL: http://xyt.186738613.xyz/lngd.php?id=092&Cf.m3u8, Date: 06-22-2024, Resolution: 1920x1080, Response Time: 6182 ms
Name: 广东卫视, URL: https://z02.ubtvfans.com/live/rx1/231/4af913dbb7327724e4dfeaf41bfed24d/index.m3u8, Date: 07-07-2024, Resolution: 1280x720, Response Time: 3881 ms
Name: 广东卫视, URL: http://226953.tv.netsite.cc/proxy/1094148202/1094148202.m3u8, Date: 07-05-2024, Resolution: 1280x720, Response Time: 4841 ms
Name: 广东卫视, URL: http://113.101.119.31:8090/hls/152/index.m3u8, Date: 07-12-2024, Resolution: 1024x576, Response Time: inf ms
Name: 广东卫视, URL: http://58.216.99.148:80/live2.rxip.sc96655.com/live/gdwsH265_4000.m3u8, Date: 07-05-2024, Resolution: 1920x1080, Response Time: inf ms
Name: 广东卫视, URL: http://120.87.97.246:8114/GD.m3u8?Authinfo=F8UQ%2BEevMmd%2FnekE5YOOKvgbSbSCTYnboG1IAsnN%2B8SqEfgQMFPe4ummH0FzRlHZ&p=GITV&area=GD_CUCC&partnerCode=GD_CUCC&token=0C760427464F16BC52147D30B20FE4AFCF076375187B56B35E8BDB02A2F6902DE9292062EA71D873A44BBEEB2412BDB1EC6FB05780A8EA269429663960F75A0E38AD629F8C7EE56B792DC687DBB007AA5A7E6BA759697151C58F0015A49D684681688F54CF181FEA9885C669F98E6157C28D65F01F79AD703ABEC36AB5501CEAAAA270038E8B9D34B33962FE84B6D2A996DBE32DF2BA88F913DE2ED98DD12A30&version=0.0.0.0&apkVersion=4.2.33&mac=fc:57:03:56:49:16&multicast=0&platform=LIVE&gAreaId=CHN&gAppChannel=DEFAULT&gSoftTermId=TERMINAL&gManufacturer=Hisense&gModel=IP108H&gMac=fc:57:03:56:49:16&gStbId=00000444000710800001FC5703564916&gOsType=android&gOsVersion=4.4.2&gApiLevel=19&gAppVersionCode=4233&gAppVersionName=4.2.33&gDowngrade=EMERGENCY&gProductLineCode=LIVOD&gRomVersion=3.17.2.4602&gTimestamp=1715177814221&gRequests=1&gThirdPartyCDN=0&gGroupCode=&gUserId=002040101532912&isIty=1&gCityCode=DEFAULT&verType=0&Fsv_Tgid=517e38ada34b4c42&FvSeid=77fd5578ee255a62&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=4280&Fsv_chan_hls_se_idx=51&Fsv_TBt=8467184&Fsv_ShiftEnable=1&Fsv_ShiftTsp=120&Fsv_SV_PARAM1=0&Fsv_otype=0&Provider_id=GD_CUCC&Pcontent_id=G_GUANGDONG-CQ&Fsv_CMSID=GD_CUCC, Date: 07-04-2024, Resolution: 1920x1080, Response Time: inf ms
Name: 广东卫视, URL: http://113.65.233.218:2888/udp/239.77.1.19:5146, Date: 07-05-2024, Resolution: 1920x1080, Response Time: inf ms
Name: 广东卫视, URL: http://112.25.48.68/live/program/live/gdwshd/4000000/mnf.m3u8, Date: 07-13-2024, Resolution: None, Response Time: inf ms
Name: 广东卫视, URL: http://183.207.248.71/cntv/live1/HD-2500k-1080P-guangdongstv/HD-2500k-1080P-guangdongstv, Date: 07-13-2024, Resolution: None, Response Time: inf ms
Name: 广东卫视, URL: http://223.110.245.170/PLTV/3/224/3221227249/index.m3u8, Date: 07-13-2024, Resolution: None, Response Time: inf ms
Name: 广东卫视, URL: http://223.110.245.172/PLTV/4/224/3221227399/index.m3u8, Date: 07-13-2024, Resolution: None, Response Time: inf ms
Name: 广东卫视, URL: http://223.110.254.195:6610/cntv/live1/HD-2500k-1080P-guangdongstv/HD-2500k-1080P-guangdongstv/1.m3u8, Date: 07-13-2024, Resolution: None, Response Time: inf ms
Name: 广东卫视, URL: http://119.129.58.251:4433/tsfile/live/0125_1.m3u8, Date: 06-29-2024, Resolution: 1920x1080, Response Time: inf ms
Name: 广东卫视, URL: http://116.136.170.12/mgsp-tx.live.miguvideo.com/ws_w/gdws/gdws3000/3000/01.m3u8?msisdn=&Channel_ID=&ContentId=&HlsSubType=&HlsProfileId=&encrypt=, Date: 06-24-2024, Resolution: None, Response Time: inf ms
Name: 广东卫视, URL: http://113.66.5.101:4433/tsfile/live/0125_1.m3u8, Date: 06-22-2024, Resolution: 1920x1080, Response Time: inf ms
Name: 广东卫视, URL: http://116.21.123.117:4433/tsfile/live/0125_1.m3u8, Date: 06-14-2024, Resolution: 1920x1080, Response Time: inf ms
Name: 广东卫视, URL: https://histar.zapi.us.kg/?id=guangdong, Date: 06-14-2024, Resolution: None, Response Time: inf ms
Name: 广东卫视, URL: http://27.40.16.70:8114/GD_CUCC/G_GUANGDONG-CQ.m3u8?Provider_id=&Pcontent_id=&FvSeid=ace, Date: 06-10-2024, Resolution: None, Response Time: inf ms
Name: 广东卫视, URL: http://histar-proxy.isus.cc/guangdong, Date: 06-10-2024, Resolution: None, Response Time: inf ms
Name: 广东卫视, URL: http://116.21.123.51:4433/tsfile/live/0125_1.m3u8, Date: 06-08-2024, Resolution: 1920x1080, Response Time: inf ms
Name: 广东卫视, URL: http://116.21.123.117:4433/tsfile/live/0125_1.m3u8, Date: 06-06-2024, Resolution: None, Response Time: inf ms
Name: 广东卫视, URL: http://wuyuanlongguo186.asuscomm.com:20000/stream/channelid/1860330908, Date: 06-05-2024, Resolution: None, Response Time: inf ms
Name: 佛山影视, URL: http://hodos.ddns.net:8181/tsfile/live/0139_1.m3u8, Date: 12-16-2023, Resolution: None, Response Time: inf ms
Name: 佛山影视, URL: http://suixiaobin.dsmynas.net:5666/gudou.php?phone=18998910474&ptoken=SZESNUL4i2PcZZKV1JA9jw%3D%3D&pserialnumber=63eee104cf9602bf&cid=860&id=foshanyingshiHD_4500, Date: 09-27-2023, Resolution: None, Response Time: inf ms
Name: 佛山影视, URL: http://xiaozeng.aweitv.top/tv/gdtv.php?id=foshanyingshiHD_4500, Date: 08-01-2023, Resolution: None, Response Time: inf ms
Name: 佛山影视, URL: http://60.208.16.27:1505/gudou.php?id=364&id=foshanyingshiHD_4500, Date: 07-11-2023, Resolution: None, Response Time: inf ms
Name: 佛山影视, URL: http://ct.whosayssowhat.top:4022/udp/239.253.43.56:5146, Date: 03-21-2023, Resolution: None, Response Time: inf ms
Name: 佛山影视, URL: http://116.22.58.207:4022/udp/239.253.43.56:5146, Date: 04-01-2024, Resolution: 1920x1080, Response Time: inf ms
Name: 佛山影视, URL: http://116.20.33.46:4321/udp/239.253.43.56:5146, Date: 02-11-2024, Resolution: None, Response Time: inf ms
Name: 佛山影视, URL: http://113.118.205.252:4022/udp/239.253.43.56:5146, Date: 02-01-2024, Resolution: None, Response Time: inf ms
Name: 佛山影视, URL: http://222.217.243.197:8181/tsfile/live/0139_1.m3u8, Date: 01-26-2024, Resolution: None, Response Time: inf ms
Name: CCTV-8, URL: http://116.162.6.191/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225492/index.m3u8, Date: 07-06-2024, Resolution: 1920x1080, Response Time: 1074 ms
Name: CCTV-8, URL: http://58.248.112.205:8006/GD_CUCC/G_CCTV-8-CQ.m3u8?Authinfo=56fbZo0WT6rfM%2FXuA%2B6zBYZxg8b1eRG7LTk8x07GrI44Cftlba08rT1Q6udDNxyt, Date: 07-13-2024, Resolution: 1920x1080, Response Time: 1740 ms
Name: CCTV-8, URL: http://226953.tv.netsite.cc/proxy/366510833/366510833.m3u8, Date: 07-06-2024, Resolution: 1920x1080, Response Time: 15201 ms
Name: CCTV-8, URL: http://116.136.170.12/mgsp-tx.live.miguvideo.com/wd_r2/2018/ocn/cctv8hd/2000/01.m3u8?msisdn=&Channel_ID=&ContentId=&HlsSubType=&HlsProfileId=&encrypt=, Date: 07-04-2024, Resolution: 1280x720, Response Time: inf ms
Name: CCTV-8, URL: http://58.248.112.230:8114/GD.m3u8?Authinfo=56fbZo0WT6rfM%2FXuA%2B6zBYZxg8b1eRG7LTk8x07GrI44Cftlba08rT1Q6udDNxyt&p=GITV&area=GD_CUCC&partnerCode=GD_CUCC&token=0C760427464F16BC52147D30B20FE4AFCF076375187B56B35E8BDB02A2F6902DE9292062EA71D873A44BBEEB2412BDB1EC6FB05780A8EA269429663960F75A0E38AD629F8C7EE56B792DC687DBB007AA5A7E6BA759697151C58F0015A49D684681688F54CF181FEA9885C669F98E6157C28D65F01F79AD703ABEC36AB5501CEAAAA270038E8B9D34B33962FE84B6D2A996DBE32DF2BA88F913DE2ED98DD12A30&version=0.0.0.0&apkVersion=4.2.19&mac=fc:57:03:56:49:16&multicast=0&platform=LIVE&gAreaId=CHN&gAppChannel=DEFAULT&gSoftTermId=TERMINAL&gManufacturer=Hisense&gModel=IP108H&gMac=fc:57:03:56:49:16&gStbId=00000444000710800001FC5703564916&gOsType=android&gOsVersion=4.4.2&gApiLevel=19&gAppVersionCode=4219&gAppVersionName=4.2.19&gDowngrade=EMERGENCY&gProductLineCode=LIVOD&gRomVersion=3.17.2.4602&gTimestamp=1714142312998&gRequests=1&gThirdPartyCDN=0&gGroupCode=&gUserId=002040101532912&isIty=0&gCityCode=DEFAULT&verType=0&Fsv_Tgid=515e9fb1a10697de&FvSeid=88fe5578aef360be&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=18131&Fsv_chan_hls_se_idx=56&Fsv_TBt=8466856&Fsv_ShiftEnable=1&Fsv_ShiftTsp=120&Fsv_SV_PARAM1=0&Fsv_otype=0&Provider_id=GD_CUCC&Pcontent_id=G_CCTV-8-CQ&Fsv_CMSID=GD_CUCC, Date: 07-06-2024, Resolution: 1920x1080, Response Time: inf ms
Name: CCTV-8, URL: http://171.217.5.108:4000/udp/239.93.42.39:5140, Date: 07-10-2024, Resolution: 1920x1080, Response Time: inf ms
Name: CCTV-8, URL: http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226391/index.m3u8, Date: 07-13-2024, Resolution: None, Response Time: inf ms
Name: CCTV-8, URL: http://58.248.112.230:8114/GD.m3u8?Authinfo=56fbZo0WT6rfM%2FXuA%2B6zBYZxg8b1eRG7LTk8x07GrI44Cftlba08rT1Q6udDNxyt&p=GITV&area=GD_CUCC&partnerCode=GD_CUCC&token=0C760427464F16BC52147D30B20FE4AFCF076375187B56B35E8BDB02A2F6902DE9292062EA71D873A44BBEEB2412BDB1EC6FB05780A8EA269429663960F75A0E38AD629F8C7EE56B792DC687DBB007AA5A7E6BA759697151C58F0015A49D684681688F54CF181FEA9885C669F98E6157C28D65F01F79AD703ABEC36AB5501CEAAAA270038E8B9D34B33962FE84B6D2A996DBE32DF2BA88F913DE2ED98DD12A30&version=0.0.0.0&apkVersion=4.2.19&mac=fc:57:03:56:49:16&multicast=0&platform=LIVE&gAreaId=CHN&gAppChannel=DEFAULT&gSoftTermId=TERMINAL&gManufacturer=Hisense&gModel=IP108H&gMac=fc:57:03:56:49:16&gStbId=00000444000710800001FC5703564916&gOsType=android&gOsVersion=4.4.2&gApiLevel=19&gAppVersionCode=4219&gAppVersionName=4.2.19&gDowngrade=EMERGENCY&gProductLineCode=LIVOD&gRomVersion=3.17.2.4602&gTimestamp=1714142312998&gRequests=1&gThirdPartyCDN=0&gGroupCode=&gUserId=002040101532912&isIty=0&gCityCode=DEFAULT&verType=0&Fsv_Tgid=515e9fb1a10697de&FvSeid=88fe5578aef360be&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=18131&Fsv_chan_hls_se_idx=56&Fsv_TBt=8466856&Fsv_ShiftEnable=1&Fsv_ShiftTsp=120&Fsv_SV_PARAM1=0&Fsv_otype=0&Provider_id=GD_CUCC&Pcontent_id=G_CCTV-8-CQ&Fsv_CMSID=GD_CUCC, Date: 07-04-2024, Resolution: None, Response Time: inf ms
Name: CCTV-8, URL: https://node1.olelive.com:6443/live/CCTV8HD/hls.m3u8, Date: 07-13-2024, Resolution: 1920x1080, Response Time: inf ms
Name: CCTV-8, URL: https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL1.smil/playlist.m3u8, Date: 07-06-2024, Resolution: 1066x600, Response Time: inf ms
Name: CCTV-8, URL: http://116.162.6.192/4403-txt.otvstream.otvcloud.com/otv/skcc/live/channel8/index.m3u8, Date: 06-28-2024, Resolution: 1280x720, Response Time: inf ms
Name: CCTV-8, URL: http://27.10.5.254:8003/udp/225.0.4.137:7980, Date: 06-24-2024, Resolution: 1920x1080, Response Time: inf ms
Name: CCTV-8, URL: http://211.158.155.216:8004/udp/225.0.4.137:7980, Date: 06-24-2024, Resolution: 1920x1080, Response Time: inf ms
Name: CCTV-8, URL: http://27.40.16.70:8114/GD_CUCC/G_CCTV-8-CQ.m3u8?Provider_id=&Pcontent_id=&FvSeid=ace, Date: 06-11-2024, Resolution: 1920x1080, Response Time: inf ms
Name: CCTV-8, URL: http://154.9.228.245:741/smt.php?id=cctv8hd, Date: 06-08-2024, Resolution: None, Response Time: inf ms
Name: CCTV-8, URL: http://tvbox.netsite.cc/proxy/366510833/366510833.m3u8, Date: 05-25-2024, Resolution: 1024x576, Response Time: inf ms
Name: CCTV-8, URL: http://loc.sportsontheweb.net/yfy.php?id=cctv8, Date: 05-05-2024, Resolution: None, Response Time: inf ms
Name: CCTV-8, URL: http://loc.sportsontheweb.net/yfy.php?id=cctv8b, Date: 05-05-2024, Resolution: None, Response Time: inf ms
Name: CCTV-8, URL: http://123.10.76.123:808/hls/8/index.m3u8, Date: 05-04-2024, Resolution: 1920x1080, Response Time: inf ms
Name: CCTV-8, URL: http://66.165.240.154:8080/live/jsydcctv8/hls.m3u8, Date: 04-29-2024, Resolution: 1920x1080, Response Time: inf ms
Name: CCTV-8, URL: http://154.yfvodcdn.com:8080/live/jsydcctv8/hls.m3u8, Date: 04-28-2024, Resolution: 1920x1080, Response Time: inf ms
Name: CCTV-8, URL: http://183.204.13.237/61.v.smtcdns.net/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225492/index.m3u8, Date: 04-22-2024, Resolution: 1920x1080, Response Time: inf ms
Name: CCTV-8, URL: http://183.204.13.237/61.v.smtcdns.net/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225602/index.m3u8, Date: 04-18-2024, Resolution: None, Response Time: inf ms
Name: CCTV-8, URL: http://113.205.185.28:8089/newlive/live/hls/9/live.m3u8, Date: 04-12-2024, Resolution: None, Response Time: inf ms
Name: CCTV-8, URL: http://121.24.98.185:8090/hls/16/index.m3u8, Date: 04-02-2024, Resolution: 1920x1080, Response Time: inf ms
Name: CCTV-8, URL: http://123.10.76.176:808/hls/8/index.m3u8, Date: 04-02-2024, Resolution: 1920x1080, Response Time: inf ms
Name: CCTV-8, URL: http://117.141.149.101:9901/tsfile/live/0008_1.m3u8, Date: 03-26-2024, Resolution: None, Response Time: inf ms
Name: CCTV-8, URL: http://36.129.204.120:880/DX8.m3u8, Date: 03-19-2024, Resolution: None, Response Time: inf ms
Name: CCTV-8, URL: http://escape.hw-cdn.gitv.tv/gitv_live/G_CCTV-8-HQ/G_CCTV-8-HQ.m3u8, Date: 03-04-2024, Resolution: None, Response Time: inf ms
Name: 佛山综合, URL: http://113.87.91.59:9090/live/FSZH/hls.m3u8, Date: 07-12-2024, Resolution: None, Response Time: inf ms
Name: 佛山综合, URL: http://suixiaobin.dsmynas.net:5666/gudou.php?phone=18998910474&ptoken=SZESNUL4i2PcZZKV1JA9jw%3D%3D&pserialnumber=63eee104cf9602bf&cid=860&id=foshanzongheHD_4500, Date: 09-27-2023, Resolution: None, Response Time: inf ms
Name: 佛山综合, URL: http://xiaozeng.aweitv.top/tv/gdtv.php?id=foshanzongheHD_4500, Date: 08-01-2023, Resolution: None, Response Time: inf ms
Name: 佛山综合, URL: http://60.208.16.27:1505/gudou.php?id=364&id=foshanzongheHD_4500, Date: 07-11-2023, Resolution: None, Response Time: inf ms
Name: 佛山综合, URL: http://ct.whosayssowhat.top:4022/udp/239.253.43.57:5146, Date: 03-21-2023, Resolution: None, Response Time: inf ms
Name: 佛山综合, URL: http://116.20.33.46:4321/udp/239.253.43.57:5146, Date: 02-11-2024, Resolution: None, Response Time: inf ms
Name: 广州影视, URL: http://113.87.91.59:9090/live/GZYSHD/hls.m3u8, Date: 07-13-2024, Resolution: 1920x1080, Response Time: inf ms
Name: 广州影视, URL: https://histar.zapi.us.kg/?id=gzys, Date: 06-14-2024, Resolution: None, Response Time: inf ms
Name: 广州影视, URL: http://histar-proxy.isus.cc/gzys, Date: 06-10-2024, Resolution: None, Response Time: inf ms
Name: 广州影视, URL: http://ictv.91tv.top:9901/tsfile/live/1020_1.m3u8, Date: 01-22-2024, Resolution: None, Response Time: inf ms
Name: 广州影视, URL: http://hodos.ddns.net:8181/tsfile/live/0131_1.m3u8, Date: 12-16-2023, Resolution: None, Response Time: inf ms
Name: 广州影视, URL: https://justsometime.gztv.com/sec/yingshi.m3u8, Date: 10-31-2023, Resolution: None, Response Time: inf ms
Name: 广州影视, URL: http://suixiaobin.dsmynas.net:5666/gudou.php?phone=18998910474&ptoken=SZESNUL4i2PcZZKV1JA9jw%3D%3D&pserialnumber=63eee104cf9602bf&cid=860&id=gzfilms_1500, Date: 10-03-2023, Resolution: None, Response Time: inf ms
Name: 广州影视, URL: http://suixiaobin.dsmynas.net:5666/gudou.php?phone=18998910474&ptoken=SZESNUL4i2PcZZKV1JA9jw%3D%3D&pserialnumber=63eee104cf9602bf&cid=860&id=gzfilms_1500&/PLTV/hls.smil.m3u8, Date: 09-27-2023, Resolution: None, Response Time: inf ms
Name: 广州影视, URL: http://xiaozeng.aweitv.top/tv/gdtv.php?id=gzfilms_1500, Date: 08-01-2023, Resolution: None, Response Time: inf ms
Name: 广州影视, URL: http://60.208.16.27:1505/gudou.php?id=364&id=gzfilms_1500, Date: 07-11-2023, Resolution: None, Response Time: inf ms
Name: 广州影视, URL: http://live.cooltv.top/tv/guangzhou.php?id=gzys, Date: 03-30-2023, Resolution: None, Response Time: inf ms
Name: 广州影视, URL: http://ct.whosayssowhat.top:4022/udp/239.253.43.73:5146, Date: 03-21-2023, Resolution: None, Response Time: inf ms
Name: 广州影视, URL: https://tv.iill.top/gz/ys, Date: 04-13-2024, Resolution: None, Response Time: inf ms
Name: 广州影视, URL: http://180.143.83.6:8181/tsfile/live/0131_1.m3u8, Date: 06-28-2024, Resolution: 1920x1080, Response Time: inf ms
Name: 广州影视, URL: http://171.38.64.245:8181/tsfile/live/0131_1.m3u8, Date: 02-25-2024, Resolution: None, Response Time: inf ms
Name: 广州影视, URL: http://180.137.26.73:8181/tsfile/live/0131_1.m3u8, Date: 02-17-2024, Resolution: None, Response Time: inf ms
Name: 广州竞赛, URL: https://histar.zapi.us.kg/?id=gzjs, Date: 06-14-2024, Resolution: None, Response Time: inf ms
Name: 广州竞赛, URL: http://histar-proxy.isus.cc/gzjs, Date: 06-10-2024, Resolution: None, Response Time: inf ms
Name: 广州竞赛, URL: http://ictv.91tv.top:9901/tsfile/live/1018_1.m3u8, Date: 01-22-2024, Resolution: None, Response Time: inf ms
Name: 广州竞赛, URL: http://player.200877926.top/169l/gd/gztvm3u8.php?id=gzjs, Date: 11-30-2023, Resolution: None, Response Time: inf ms
Name: 广州竞赛, URL: http://suixiaobin.dsmynas.net:5666/gudou.php?phone=18998910474&ptoken=SZESNUL4i2PcZZKV1JA9jw%3D%3D&pserialnumber=63eee104cf9602bf&cid=860&id=gzcompetition_1500, Date: 09-27-2023, Resolution: None, Response Time: inf ms
Name: 广州竞赛, URL: http://suixiaobin.dsmynas.net:5666/gudou.php?phone=18998910474&ptoken=SZESNUL4i2PcZZKV1JA9jw%3D%3D&pserialnumber=63eee104cf9602bf&cid=860&id=gzcompetition_1500&/PLTV/hls.smil.m3u8, Date: 09-27-2023, Resolution: None, Response Time: inf ms
Name: 广州竞赛, URL: https://justsometime.gztv.com/sec/jingsai.m3u8, Date: 09-26-2023, Resolution: None, Response Time: inf ms
Name: 广州竞赛, URL: http://xiaozeng.aweitv.top/tv/gdtv.php?id=gzcompetition_1500, Date: 08-01-2023, Resolution: None, Response Time: inf ms
Name: 广州竞赛, URL: http://60.208.16.27:1505/gudou.php?id=364&id=gzcompetition_1500, Date: 07-11-2023, Resolution: None, Response Time: inf ms
Name: 广州竞赛, URL: http://live.cooltv.top/tv/guangzhou.php?id=gzjs, Date: 03-30-2023, Resolution: None, Response Time: inf ms
Name: 广州竞赛, URL: http://ct.whosayssowhat.top:4022/udp/239.253.43.75:5146, Date: 03-21-2023, Resolution: None, Response Time: inf ms
Name: 广州竞赛, URL: https://tv.iill.top/gz/jj, Date: 04-13-2024, Resolution: None, Response Time: inf ms
Name: 广州竞赛, URL: http://113.81.250.33:4022/udp/239.253.43.75:5146, Date: 06-16-2024, Resolution: 1920x1080, Response Time: inf ms
Name: 广州竞赛, URL: http://113.65.8.165:8000/udp/239.253.43.75:5146, Date: 02-01-2024, Resolution: None, Response Time: inf ms
Name: CCTV-7, URL: http://58.248.112.205:8006/GD_CUCC/G_CCTV-7-CQ.m3u8?Authinfo=56fbZo0WT6rfM%2FXuA%2B6zBbnOCQoNESV2qWsAYbhnlDiyPV4eph4rJWQgnDXisMTe, Date: 07-12-2024, Resolution: 1920x1080, Response Time: 1770 ms
Name: CCTV-7, URL: http://226953.tv.netsite.cc/proxy/220822188/220822188.m3u8, Date: 07-06-2024, Resolution: 1280x720, Response Time: 14886 ms
Name: CCTV-7, URL: http://116.136.170.12/mgsp-tx.live.miguvideo.com/migu/kailu/20200324/cctv7hd/57/01.m3u8?msisdn=&Channel_ID=&ContentId=&HlsSubType=&HlsProfileId=&encrypt=, Date: 07-04-2024, Resolution: 1920x1080, Response Time: inf ms
